,queries,actual_value
8455,"SELECT * FROM higgs WHERE ""g"" BETWEEN 5.26 AND 8.21 AND ""e"" BETWEEN 1.13 AND 7.28;",90.0
8456,"SELECT * FROM higgs WHERE ""c"" BETWEEN 2.51 AND 2.73 AND ""d"" BETWEEN 5.04 AND 7.10 AND ""a"" BETWEEN 13.28 AND 37.84 AND ""b"" BETWEEN 4.60 AND 14.79 AND ""e"" BETWEEN 1.58 AND 11.36;",0.0
8457,"SELECT * FROM higgs WHERE ""d"" BETWEEN 0.27 AND 0.47 AND ""b"" BETWEEN 9.33 AND 16.38 AND ""g"" BETWEEN 0.38 AND 5.41 AND ""f"" BETWEEN 6.92 AND 10.45 AND ""e"" BETWEEN 3.49 AND 4.35;",0.0
8458,"SELECT * FROM higgs WHERE ""e"" BETWEEN 3.74 AND 13.36 AND ""f"" BETWEEN 2.18 AND 3.28 AND ""b"" BETWEEN 9.50 AND 14.83 AND ""d"" BETWEEN 5.65 AND 7.93;",0.0
8459,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.51 AND 2.50 AND ""b"" BETWEEN 5.31 AND 9.70 AND ""d"" BETWEEN 8.28 AND 12.96 AND ""c"" BETWEEN 3.58 AND 5.80 AND ""e"" BETWEEN 16.82 AND 16.86 AND ""a"" BETWEEN 32.20 AND 33.03;",0.0
8460,"SELECT * FROM higgs WHERE ""f"" BETWEEN 0.94 AND 8.05 AND ""d"" BETWEEN 0.43 AND 0.75 AND ""b"" BETWEEN 1.99 AND 16.02 AND ""a"" BETWEEN 9.38 AND 25.69 AND ""g"" BETWEEN 1.64 AND 6.86 AND ""c"" BETWEEN 2.90 AND 7.31;",0.0
8461,"SELECT * FROM higgs WHERE ""g"" BETWEEN 0.45 AND 7.41 AND ""e"" BETWEEN 3.35 AND 10.02 AND ""f"" BETWEEN 1.84 AND 5.21 AND ""d"" BETWEEN 9.90 AND 13.81 AND ""b"" BETWEEN 12.93 AND 16.68 AND ""a"" BETWEEN 16.57 AND 24.88 AND ""c"" BETWEEN 2.92 AND 7.02;",0.0
8462,"SELECT * FROM higgs WHERE ""d"" BETWEEN 7.36 AND 13.25 AND ""e"" BETWEEN 13.09 AND 13.86 AND ""g"" BETWEEN 3.65 AND 5.58 AND ""b"" BETWEEN 6.07 AND 7.54;",0.0
8463,"SELECT * FROM higgs WHERE ""a"" BETWEEN 18.28 AND 39.85 AND ""g"" BETWEEN 4.82 AND 8.29 AND ""b"" BETWEEN 5.37 AND 5.89 AND ""d"" BETWEEN 4.86 AND 12.87 AND ""f"" BETWEEN 2.94 AND 3.04 AND ""e"" BETWEEN 9.10 AND 12.84 AND ""c"" BETWEEN 1.10 AND 4.77;",0.0
8464,"SELECT * FROM higgs WHERE ""f"" BETWEEN 4.14 AND 7.68 AND ""a"" BETWEEN 17.68 AND 30.80 AND ""g"" BETWEEN 2.75 AND 7.59 AND ""e"" BETWEEN 10.83 AND 11.75 AND ""d"" BETWEEN 5.64 AND 9.69 AND ""b"" BETWEEN 5.08 AND 10.57 AND ""c"" BETWEEN 1.04 AND 2.32;",0.0
8465,"SELECT * FROM higgs WHERE ""e"" BETWEEN 6.59 AND 14.03 AND ""c"" BETWEEN 0.27 AND 6.89 AND ""d"" BETWEEN 3.09 AND 12.12 AND ""a"" BETWEEN 8.71 AND 25.94 AND ""g"" BETWEEN 3.98 AND 4.29 AND ""b"" BETWEEN 0.25 AND 14.93 AND ""f"" BETWEEN 4.92 AND 8.67;",0.0
8466,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.35 AND 5.93 AND ""g"" BETWEEN 2.41 AND 3.40 AND ""a"" BETWEEN 10.65 AND 13.86 AND ""e"" BETWEEN 5.34 AND 10.39 AND ""f"" BETWEEN 0.39 AND 8.27 AND ""b"" BETWEEN 1.69 AND 2.45;",0.0
8467,"SELECT * FROM higgs WHERE ""b"" BETWEEN 3.29 AND 15.70 AND ""e"" BETWEEN 3.93 AND 16.36 AND ""a"" BETWEEN 1.56 AND 27.76 AND ""g"" BETWEEN 1.47 AND 7.58 AND ""c"" BETWEEN 4.25 AND 6.74 AND ""d"" BETWEEN 7.16 AND 11.65 AND ""f"" BETWEEN 8.21 AND 10.18;",0.0
8468,"SELECT * FROM higgs WHERE ""d"" BETWEEN 6.55 AND 6.71 AND ""c"" BETWEEN 1.17 AND 6.20 AND ""a"" BETWEEN 3.00 AND 28.56 AND ""g"" BETWEEN 5.32 AND 5.78;",0.0
8469,"SELECT * FROM higgs WHERE ""d"" BETWEEN 6.36 AND 11.82 AND ""a"" BETWEEN 2.08 AND 20.58 AND ""b"" BETWEEN 8.97 AND 17.28 AND ""f"" BETWEEN 7.73 AND 10.21;",0.0
8470,"SELECT * FROM higgs WHERE ""d"" BETWEEN 5.08 AND 14.08 AND ""e"" BETWEEN 14.60 AND 14.96 AND ""a"" BETWEEN 3.69 AND 21.09 AND ""g"" BETWEEN 6.10 AND 8.14 AND ""b"" BETWEEN 11.38 AND 14.66;",0.0
8471,"SELECT * FROM higgs WHERE ""c"" BETWEEN 7.12 AND 7.96 AND ""e"" BETWEEN 12.89 AND 15.30 AND ""d"" BETWEEN 8.58 AND 9.46 AND ""g"" BETWEEN 3.57 AND 7.85 AND ""b"" BETWEEN 1.04 AND 9.94 AND ""f"" BETWEEN 4.24 AND 8.38;",0.0
8472,"SELECT * FROM higgs WHERE ""g"" BETWEEN 5.75 AND 7.52 AND ""a"" BETWEEN 2.14 AND 14.03;",28.0
8473,"SELECT * FROM higgs WHERE ""d"" BETWEEN 13.86 AND 13.91 AND ""b"" BETWEEN 2.89 AND 13.51 AND ""c"" BETWEEN 5.47 AND 7.95 AND ""g"" BETWEEN 2.63 AND 5.10 AND ""f"" BETWEEN 7.42 AND 11.28 AND ""e"" BETWEEN 0.31 AND 16.98;",0.0
8474,"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.91 AND 15.55 AND ""a"" BETWEEN 15.58 AND 33.94 AND ""d"" BETWEEN 3.17 AND 5.90 AND ""f"" BETWEEN 4.56 AND 6.05;",1.0
8475,"SELECT * FROM higgs WHERE ""b"" BETWEEN 6.77 AND 12.77 AND ""g"" BETWEEN 0.38 AND 4.97 AND ""c"" BETWEEN 0.86 AND 2.57 AND ""e"" BETWEEN 6.63 AND 11.11 AND ""a"" BETWEEN 12.44 AND 38.16 AND ""d"" BETWEEN 12.26 AND 12.95 AND ""f"" BETWEEN 4.99 AND 11.05;",0.0
8476,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.34 AND 7.33 AND ""b"" BETWEEN 4.88 AND 13.68 AND ""d"" BETWEEN 10.33 AND 12.36 AND ""f"" BETWEEN 3.48 AND 10.69 AND ""c"" BETWEEN 0.67 AND 1.75 AND ""a"" BETWEEN 29.90 AND 32.75;",0.0
8477,"SELECT * FROM higgs WHERE ""e"" BETWEEN 3.06 AND 11.75 AND ""d"" BETWEEN 3.26 AND 13.03 AND ""f"" BETWEEN 4.99 AND 8.92 AND ""g"" BETWEEN 3.45 AND 5.65 AND ""c"" BETWEEN 4.20 AND 5.69 AND ""a"" BETWEEN 9.60 AND 36.90 AND ""b"" BETWEEN 9.23 AND 16.05;",0.0
8478,"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.74 AND 5.82 AND ""b"" BETWEEN 0.96 AND 1.95 AND ""f"" BETWEEN 6.17 AND 10.57;",23.0
8479,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.84 AND 3.78 AND ""b"" BETWEEN 3.62 AND 8.30 AND ""e"" BETWEEN 2.19 AND 4.84 AND ""d"" BETWEEN 3.40 AND 7.71;",49.0
8480,"SELECT * FROM higgs WHERE ""d"" BETWEEN 2.89 AND 2.99 AND ""a"" BETWEEN 14.37 AND 15.01 AND ""b"" BETWEEN 2.18 AND 20.34 AND ""g"" BETWEEN 2.79 AND 3.56 AND ""c"" BETWEEN 0.17 AND 2.32 AND ""e"" BETWEEN 6.07 AND 16.91;",0.0
8481,"SELECT * FROM higgs WHERE ""b"" BETWEEN 13.17 AND 14.98 AND ""d"" BETWEEN 0.28 AND 11.72 AND ""f"" BETWEEN 3.01 AND 6.99 AND ""g"" BETWEEN 2.09 AND 3.57 AND ""e"" BETWEEN 2.21 AND 8.13 AND ""a"" BETWEEN 3.09 AND 23.48;",0.0
8482,"SELECT * FROM higgs WHERE ""d"" BETWEEN 12.46 AND 13.72 AND ""f"" BETWEEN 2.29 AND 9.03 AND ""c"" BETWEEN 6.05 AND 6.91 AND ""a"" BETWEEN 6.61 AND 32.31 AND ""b"" BETWEEN 5.50 AND 16.31;",0.0
8483,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.30 AND 7.60 AND ""e"" BETWEEN 3.94 AND 6.40 AND ""g"" BETWEEN 0.65 AND 0.93 AND ""c"" BETWEEN 3.87 AND 7.07 AND ""d"" BETWEEN 5.27 AND 8.77 AND ""a"" BETWEEN 3.58 AND 11.20;",0.0
8484,"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.20 AND 15.09 AND ""f"" BETWEEN 2.32 AND 2.87 AND ""e"" BETWEEN 7.05 AND 14.71 AND ""c"" BETWEEN 3.97 AND 6.48 AND ""g"" BETWEEN 5.84 AND 5.87 AND ""d"" BETWEEN 0.81 AND 5.24;",0.0
8485,"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.27 AND 4.76 AND ""c"" BETWEEN 1.96 AND 5.35 AND ""b"" BETWEEN 4.08 AND 8.54;",63.0
8486,"SELECT * FROM higgs WHERE ""b"" BETWEEN 12.01 AND 17.46 AND ""a"" BETWEEN 37.21 AND 39.00 AND ""d"" BETWEEN 1.19 AND 7.86 AND ""g"" BETWEEN 2.44 AND 6.84 AND ""e"" BETWEEN 3.69 AND 8.70 AND ""c"" BETWEEN 0.93 AND 6.15;",0.0
8487,"SELECT * FROM higgs WHERE ""b"" BETWEEN 0.48 AND 14.22 AND ""e"" BETWEEN 1.36 AND 14.00 AND ""d"" BETWEEN 1.87 AND 12.68;",156226.0
8488,"SELECT * FROM higgs WHERE ""g"" BETWEEN 2.70 AND 3.95 AND ""b"" BETWEEN 3.30 AND 20.18 AND ""e"" BETWEEN 3.85 AND 6.19 AND ""a"" BETWEEN 15.34 AND 30.91 AND ""f"" BETWEEN 8.04 AND 8.46 AND ""c"" BETWEEN 2.81 AND 5.75 AND ""d"" BETWEEN 1.19 AND 5.79;",0.0
8489,"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.33 AND 5.83 AND ""g"" BETWEEN 4.30 AND 6.81 AND ""e"" BETWEEN 6.81 AND 12.45 AND ""f"" BETWEEN 4.25 AND 8.35;",58.0
8490,"SELECT * FROM higgs WHERE ""d"" BETWEEN 0.15 AND 9.66 AND ""f"" BETWEEN 9.07 AND 10.76 AND ""a"" BETWEEN 11.68 AND 18.19;",0.0
8491,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.21 AND 13.81 AND ""g"" BETWEEN 2.11 AND 2.20 AND ""e"" BETWEEN 5.74 AND 6.00 AND ""c"" BETWEEN 3.54 AND 7.74;",0.0
8492,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.35 AND 6.40 AND ""g"" BETWEEN 1.02 AND 7.96 AND ""e"" BETWEEN 6.70 AND 15.73 AND ""d"" BETWEEN 4.40 AND 5.83 AND ""b"" BETWEEN 10.41 AND 18.06 AND ""f"" BETWEEN 4.71 AND 10.62;",0.0
8493,"SELECT * FROM higgs WHERE ""b"" BETWEEN 6.33 AND 10.75 AND ""c"" BETWEEN 0.15 AND 1.14;",1690.0
8494,"SELECT * FROM higgs WHERE ""a"" BETWEEN 18.58 AND 26.02 AND ""g"" BETWEEN 4.92 AND 6.41 AND ""e"" BETWEEN 1.86 AND 14.44;",6.0
8495,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.69 AND 7.74 AND ""a"" BETWEEN 13.05 AND 29.34 AND ""c"" BETWEEN 5.99 AND 6.35 AND ""b"" BETWEEN 3.11 AND 6.98 AND ""g"" BETWEEN 5.35 AND 6.21 AND ""f"" BETWEEN 7.15 AND 9.63;",0.0
8496,"SELECT * FROM higgs WHERE ""f"" BETWEEN 6.92 AND 11.03 AND ""c"" BETWEEN 4.63 AND 6.97 AND ""b"" BETWEEN 3.10 AND 17.97 AND ""a"" BETWEEN 7.79 AND 37.33 AND ""g"" BETWEEN 4.61 AND 8.14;",0.0
8497,"SELECT * FROM higgs WHERE ""e"" BETWEEN 7.81 AND 12.98 AND ""f"" BETWEEN 5.88 AND 7.93;",37.0
8498,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.49 AND 7.35 AND ""e"" BETWEEN 10.22 AND 12.96 AND ""f"" BETWEEN 5.67 AND 6.38 AND ""d"" BETWEEN 3.03 AND 10.55 AND ""b"" BETWEEN 5.01 AND 14.88;",1.0
8499,"SELECT * FROM higgs WHERE ""a"" BETWEEN 20.02 AND 35.70 AND ""g"" BETWEEN 3.55 AND 7.90 AND ""d"" BETWEEN 10.08 AND 10.58 AND ""c"" BETWEEN 3.32 AND 7.56 AND ""f"" BETWEEN 7.74 AND 11.05 AND ""b"" BETWEEN 16.97 AND 19.85 AND ""e"" BETWEEN 7.19 AND 11.91;",0.0
8500,"SELECT * FROM higgs WHERE ""e"" BETWEEN 10.51 AND 14.15 AND ""c"" BETWEEN 0.25 AND 1.70 AND ""d"" BETWEEN 5.06 AND 12.02 AND ""a"" BETWEEN 12.42 AND 15.45;",0.0
8501,"SELECT * FROM higgs WHERE ""f"" BETWEEN 3.94 AND 9.42 AND ""b"" BETWEEN 13.96 AND 15.78 AND ""c"" BETWEEN 4.58 AND 5.16 AND ""a"" BETWEEN 36.30 AND 39.98 AND ""d"" BETWEEN 1.03 AND 9.33 AND ""e"" BETWEEN 3.44 AND 17.29;",0.0
8502,"SELECT * FROM higgs WHERE ""c"" BETWEEN 1.11 AND 4.11 AND ""g"" BETWEEN 1.21 AND 4.41 AND ""f"" BETWEEN 5.00 AND 7.74 AND ""e"" BETWEEN 5.09 AND 5.49 AND ""d"" BETWEEN 2.43 AND 9.73 AND ""a"" BETWEEN 8.58 AND 37.70;",0.0
8503,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.66 AND 11.80 AND ""f"" BETWEEN 4.93 AND 7.61;",214.0
8504,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.63 AND 5.11 AND ""d"" BETWEEN 8.03 AND 12.17 AND ""e"" BETWEEN 7.62 AND 12.58 AND ""b"" BETWEEN 2.64 AND 9.06 AND ""a"" BETWEEN 0.70 AND 10.76 AND ""f"" BETWEEN 2.77 AND 9.16 AND ""g"" BETWEEN 1.52 AND 4.54;",0.0
8505,"SELECT * FROM higgs WHERE ""e"" BETWEEN 8.41 AND 10.87 AND ""f"" BETWEEN 3.17 AND 5.90 AND ""c"" BETWEEN 2.06 AND 7.38 AND ""b"" BETWEEN 15.72 AND 17.06 AND ""a"" BETWEEN 16.95 AND 19.11;",0.0
8506,"SELECT * FROM higgs WHERE ""a"" BETWEEN 16.00 AND 20.85 AND ""c"" BETWEEN 4.20 AND 6.11 AND ""g"" BETWEEN 0.42 AND 3.69 AND ""e"" BETWEEN 2.61 AND 11.52 AND ""d"" BETWEEN 0.97 AND 3.66 AND ""f"" BETWEEN 8.51 AND 11.25 AND ""b"" BETWEEN 1.06 AND 17.53;",0.0
8507,"SELECT * FROM higgs WHERE ""g"" BETWEEN 4.05 AND 7.92 AND ""b"" BETWEEN 2.40 AND 4.11 AND ""f"" BETWEEN 2.46 AND 3.56 AND ""d"" BETWEEN 6.79 AND 12.18 AND ""a"" BETWEEN 2.59 AND 10.75 AND ""c"" BETWEEN 1.86 AND 7.41 AND ""e"" BETWEEN 1.73 AND 13.19;",0.0
8508,"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.92 AND 4.16 AND ""g"" BETWEEN 0.99 AND 4.38 AND ""c"" BETWEEN 1.03 AND 7.90 AND ""d"" BETWEEN 9.34 AND 11.00 AND ""a"" BETWEEN 23.70 AND 23.83;",0.0
8509,"SELECT * FROM higgs WHERE ""a"" BETWEEN 10.61 AND 25.81 AND ""b"" BETWEEN 11.46 AND 16.12;",45.0
8510,"SELECT * FROM higgs WHERE ""a"" BETWEEN 29.62 AND 37.10 AND ""b"" BETWEEN 12.36 AND 19.71 AND ""d"" BETWEEN 6.13 AND 13.44 AND ""g"" BETWEEN 1.10 AND 7.05 AND ""c"" BETWEEN 5.40 AND 7.23;",0.0
8511,"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.21 AND 6.80 AND ""c"" BETWEEN 2.27 AND 5.56 AND ""a"" BETWEEN 27.49 AND 37.64 AND ""g"" BETWEEN 5.24 AND 6.63;",0.0
8512,"SELECT * FROM higgs WHERE ""a"" BETWEEN 9.49 AND 34.96 AND ""f"" BETWEEN 1.52 AND 11.25 AND ""b"" BETWEEN 6.52 AND 18.71 AND ""d"" BETWEEN 1.77 AND 12.96 AND ""g"" BETWEEN 4.32 AND 5.16 AND ""e"" BETWEEN 7.11 AND 10.95;",0.0
8513,"SELECT * FROM higgs WHERE ""d"" BETWEEN 3.48 AND 5.54 AND ""g"" BETWEEN 1.34 AND 6.24 AND ""a"" BETWEEN 14.50 AND 32.47 AND ""c"" BETWEEN 3.00 AND 4.06 AND ""b"" BETWEEN 2.58 AND 7.67 AND ""e"" BETWEEN 1.49 AND 12.63 AND ""f"" BETWEEN 3.71 AND 10.03;",0.0
8514,"SELECT * FROM higgs WHERE ""d"" BETWEEN 6.00 AND 7.75 AND ""c"" BETWEEN 1.65 AND 3.26 AND ""g"" BETWEEN 2.68 AND 3.77;",15.0
8515,"SELECT * FROM higgs WHERE ""c"" BETWEEN 1.44 AND 5.43 AND ""b"" BETWEEN 4.06 AND 16.49 AND ""f"" BETWEEN 7.80 AND 9.18 AND ""e"" BETWEEN 7.98 AND 9.81 AND ""d"" BETWEEN 3.11 AND 4.15;",0.0
8516,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.27 AND 3.11 AND ""f"" BETWEEN 8.31 AND 8.41 AND ""c"" BETWEEN 5.65 AND 6.37;",0.0
8517,"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.90 AND 7.86 AND ""d"" BETWEEN 4.39 AND 6.62 AND ""b"" BETWEEN 13.95 AND 15.48 AND ""g"" BETWEEN 6.67 AND 7.12 AND ""f"" BETWEEN 5.26 AND 11.03 AND ""e"" BETWEEN 4.51 AND 11.85;",0.0
8518,"SELECT * FROM higgs WHERE ""a"" BETWEEN 15.79 AND 29.35 AND ""d"" BETWEEN 3.02 AND 7.94 AND ""b"" BETWEEN 2.76 AND 3.52 AND ""f"" BETWEEN 6.69 AND 7.66 AND ""g"" BETWEEN 2.53 AND 2.96 AND ""e"" BETWEEN 7.15 AND 9.63 AND ""c"" BETWEEN 2.73 AND 3.05;",0.0
8519,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.42 AND 2.03 AND ""d"" BETWEEN 10.11 AND 10.68 AND ""b"" BETWEEN 1.86 AND 10.63 AND ""f"" BETWEEN 2.72 AND 4.64 AND ""c"" BETWEEN 7.79 AND 7.98 AND ""e"" BETWEEN 6.43 AND 7.22 AND ""a"" BETWEEN 34.06 AND 37.02;",0.0
8520,"SELECT * FROM higgs WHERE ""b"" BETWEEN 3.56 AND 14.70 AND ""a"" BETWEEN 16.69 AND 39.38 AND ""e"" BETWEEN 1.16 AND 5.46 AND ""g"" BETWEEN 1.20 AND 1.71 AND ""d"" BETWEEN 0.97 AND 11.38;",0.0
8521,"SELECT * FROM higgs WHERE ""a"" BETWEEN 14.26 AND 27.24 AND ""g"" BETWEEN 5.07 AND 6.10 AND ""f"" BETWEEN 1.60 AND 9.22 AND ""d"" BETWEEN 3.53 AND 6.16 AND ""e"" BETWEEN 10.95 AND 15.45 AND ""b"" BETWEEN 2.72 AND 15.38;",0.0
8522,"SELECT * FROM higgs WHERE ""f"" BETWEEN 4.36 AND 9.74 AND ""d"" BETWEEN 6.45 AND 13.85 AND ""a"" BETWEEN 3.66 AND 35.50 AND ""c"" BETWEEN 1.48 AND 5.88;",2.0
8523,"SELECT * FROM higgs WHERE ""g"" BETWEEN 0.79 AND 8.29 AND ""d"" BETWEEN 0.57 AND 6.42 AND ""c"" BETWEEN 0.77 AND 0.96 AND ""b"" BETWEEN 9.05 AND 14.00 AND ""a"" BETWEEN 1.12 AND 30.43;",0.0
8524,"SELECT * FROM higgs WHERE ""e"" BETWEEN 9.45 AND 14.70 AND ""b"" BETWEEN 16.92 AND 19.76 AND ""c"" BETWEEN 3.44 AND 4.67 AND ""d"" BETWEEN 9.67 AND 13.96 AND ""a"" BETWEEN 20.90 AND 22.33 AND ""g"" BETWEEN 3.28 AND 6.68;",0.0
8525,"SELECT * FROM higgs WHERE ""a"" BETWEEN 2.20 AND 13.09 AND ""g"" BETWEEN 5.86 AND 6.11 AND ""e"" BETWEEN 4.03 AND 11.43 AND ""b"" BETWEEN 8.79 AND 10.17 AND ""c"" BETWEEN 3.46 AND 5.08 AND ""d"" BETWEEN 4.55 AND 7.47 AND ""f"" BETWEEN 2.80 AND 9.77;",0.0
8526,"SELECT * FROM higgs WHERE ""f"" BETWEEN 5.92 AND 8.64 AND ""g"" BETWEEN 2.76 AND 4.26 AND ""c"" BETWEEN 4.04 AND 4.80 AND ""a"" BETWEEN 13.84 AND 38.70 AND ""d"" BETWEEN 9.34 AND 13.38 AND ""b"" BETWEEN 6.67 AND 16.31;",0.0
8527,"SELECT * FROM higgs WHERE ""c"" BETWEEN 3.22 AND 5.27 AND ""e"" BETWEEN 2.17 AND 13.75 AND ""g"" BETWEEN 1.98 AND 8.29 AND ""d"" BETWEEN 0.58 AND 13.67 AND ""b"" BETWEEN 4.08 AND 4.97 AND ""a"" BETWEEN 22.09 AND 25.37 AND ""f"" BETWEEN 9.40 AND 10.85;",0.0
8528,"SELECT * FROM higgs WHERE ""b"" BETWEEN 13.48 AND 16.25 AND ""e"" BETWEEN 11.60 AND 13.18 AND ""g"" BETWEEN 2.21 AND 4.57;",0.0
8529,"SELECT * FROM higgs WHERE ""f"" BETWEEN 0.91 AND 8.69 AND ""d"" BETWEEN 0.64 AND 6.45 AND ""g"" BETWEEN 2.12 AND 7.50 AND ""a"" BETWEEN 30.15 AND 39.00;",1.0
8530,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.07 AND 12.72 AND ""b"" BETWEEN 1.81 AND 14.48 AND ""a"" BETWEEN 3.07 AND 11.73 AND ""c"" BETWEEN 2.18 AND 5.47 AND ""e"" BETWEEN 0.42 AND 4.65 AND ""g"" BETWEEN 2.40 AND 6.15 AND ""f"" BETWEEN 0.91 AND 9.99;",14.0
8531,"SELECT * FROM higgs WHERE ""g"" BETWEEN 2.57 AND 7.49 AND ""f"" BETWEEN 6.48 AND 9.87 AND ""b"" BETWEEN 4.14 AND 18.67;",157.0
8532,"SELECT * FROM higgs WHERE ""a"" BETWEEN 13.38 AND 29.71 AND ""g"" BETWEEN 3.87 AND 4.65 AND ""c"" BETWEEN 1.44 AND 6.08 AND ""e"" BETWEEN 12.36 AND 13.35 AND ""d"" BETWEEN 2.32 AND 10.66 AND ""b"" BETWEEN 1.26 AND 8.45 AND ""f"" BETWEEN 0.46 AND 0.56;",0.0
8533,"SELECT * FROM higgs WHERE ""g"" BETWEEN 2.32 AND 3.66 AND ""c"" BETWEEN 1.10 AND 7.85 AND ""b"" BETWEEN 7.16 AND 19.27;",90.0
8534,"SELECT * FROM higgs WHERE ""g"" BETWEEN 6.73 AND 7.37 AND ""d"" BETWEEN 2.65 AND 12.10 AND ""c"" BETWEEN 5.82 AND 5.82 AND ""b"" BETWEEN 16.94 AND 19.55 AND ""e"" BETWEEN 2.92 AND 9.70;",0.0
8535,"SELECT * FROM higgs WHERE ""c"" BETWEEN 1.74 AND 5.46 AND ""b"" BETWEEN 5.34 AND 10.03 AND ""e"" BETWEEN 3.04 AND 6.77 AND ""a"" BETWEEN 19.47 AND 30.08 AND ""f"" BETWEEN 0.41 AND 10.10 AND ""g"" BETWEEN 2.68 AND 5.42 AND ""d"" BETWEEN 3.90 AND 10.60;",0.0
8536,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.07 AND 7.96 AND ""a"" BETWEEN 0.12 AND 28.43 AND ""f"" BETWEEN 2.25 AND 6.22 AND ""e"" BETWEEN 8.93 AND 12.88;",159.0
8537,"SELECT * FROM higgs WHERE ""a"" BETWEEN 6.60 AND 16.18 AND ""e"" BETWEEN 5.46 AND 12.21 AND ""b"" BETWEEN 12.16 AND 19.21;",0.0
8538,"SELECT * FROM higgs WHERE ""f"" BETWEEN 3.20 AND 10.50 AND ""d"" BETWEEN 1.74 AND 8.73;",9315.0
8539,"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.95 AND 3.65 AND ""b"" BETWEEN 8.92 AND 14.35 AND ""f"" BETWEEN 2.09 AND 4.25 AND ""c"" BETWEEN 3.64 AND 4.54 AND ""d"" BETWEEN 1.67 AND 9.50 AND ""a"" BETWEEN 5.66 AND 7.50 AND ""e"" BETWEEN 4.14 AND 8.84;",0.0
8540,"SELECT * FROM higgs WHERE ""e"" BETWEEN 0.31 AND 13.43 AND ""b"" BETWEEN 4.87 AND 11.86 AND ""g"" BETWEEN 5.29 AND 7.82 AND ""c"" BETWEEN 4.55 AND 6.97 AND ""d"" BETWEEN 2.21 AND 5.34 AND ""f"" BETWEEN 2.68 AND 5.90;",0.0
8541,"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.15 AND 6.01 AND ""e"" BETWEEN 7.49 AND 15.19 AND ""f"" BETWEEN 1.23 AND 11.14 AND ""b"" BETWEEN 15.61 AND 16.88 AND ""a"" BETWEEN 17.36 AND 33.70 AND ""c"" BETWEEN 5.09 AND 5.56 AND ""d"" BETWEEN 8.16 AND 10.83;",0.0
8542,"SELECT * FROM higgs WHERE ""d"" BETWEEN 0.41 AND 4.63 AND ""e"" BETWEEN 8.32 AND 12.05 AND ""f"" BETWEEN 5.14 AND 8.82;",31.0
8543,"SELECT * FROM higgs WHERE ""d"" BETWEEN 6.08 AND 14.10 AND ""b"" BETWEEN 10.26 AND 14.59 AND ""g"" BETWEEN 1.43 AND 6.16 AND ""e"" BETWEEN 16.18 AND 16.80 AND ""f"" BETWEEN 3.13 AND 10.83 AND ""a"" BETWEEN 1.40 AND 19.15 AND ""c"" BETWEEN 6.14 AND 6.15;",0.0
8544,"SELECT * FROM higgs WHERE ""f"" BETWEEN 6.41 AND 10.87 AND ""d"" BETWEEN 1.84 AND 11.14;",87.0
8545,"SELECT * FROM higgs WHERE ""f"" BETWEEN 5.36 AND 8.99 AND ""b"" BETWEEN 8.08 AND 15.22 AND ""g"" BETWEEN 2.77 AND 3.85 AND ""c"" BETWEEN 0.88 AND 4.91 AND ""d"" BETWEEN 8.50 AND 13.69 AND ""a"" BETWEEN 18.04 AND 28.87 AND ""e"" BETWEEN 11.68 AND 13.23;",0.0
8546,"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.09 AND 12.92 AND ""g"" BETWEEN 5.77 AND 8.27 AND ""a"" BETWEEN 1.51 AND 24.67;",10.0
8547,"SELECT * FROM higgs WHERE ""c"" BETWEEN 1.98 AND 3.36 AND ""g"" BETWEEN 1.77 AND 3.96 AND ""e"" BETWEEN 8.10 AND 11.95 AND ""f"" BETWEEN 2.97 AND 5.33 AND ""a"" BETWEEN 2.75 AND 6.10 AND ""d"" BETWEEN 8.54 AND 10.82 AND ""b"" BETWEEN 1.64 AND 7.57;",0.0
